Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
21260,11051,13624,23286,7801222996.670051,10209663017.57005,18010886014.2401,0.0007300523919951902
21267,3165,1626,4511,1613563403.9478621,239708450.83999997,1853271854.787862,0.0
152340,1164,186,1247,84930557.88,15677771.860000003,100608329.74,0.0
21316,3118,1757,4571,858635539.31,161748494.22000003,1020384033.53,0.0006563115292058631
21334,1488,314,1673,7523490597.87,6096142690.26,13619633288.130001,0.002390914524805738
152433,430,51,450,460984798.1999999,307674512.4899999,768659310.6899998,0.0
21393,10121,14157,22907,6742989936.336851,7647217713.620474,14390207649.957325,0.0005675121142008993
21414,9861,14129,22569,10632964877.232786,10276640381.470314,20909605258.703102,0.0008418627320661083
21438,3296,2040,4977,857021124.86,508255121.89000005,1365276246.75,0.0008036970062286518
21444,12335,16826,27689,6976561054.737247,8793605100.082077,15770166154.819324,0.0006500776481635307
21461,897,322,1117,77693703197.38,11420403149.494242,89114106346.87425,0.0008952551477170994
21479,1077,465,1366,1748320081269.95,3905373409.6400003,1752225454679.5898,0.0
152563,164,24,175,10624725.08,9878385.98,20503111.060000002,0.0
152599,57,10,59,2899813.47,1440977.2400000002,4340790.710000001,0.0
21531,1116,332,1346,3414962203.94,5170240766.95,8585202970.889999,0.0007429420505200594
21547,3371,1855,4820,419274008.25,219380462.40785003,638654470.65785,0.001037344398340249
152633,68,9,68,2718274.2800000003,1370367.23,4088641.5100000002,0.0
21566,10268,14175,22902,7384086939.320019,8565897870.6369,15949984809.956919,0.0009169504846738276
21643,1079,293,1265,5123421090.6,1203903730.4199998,6327324821.02,0.0007905138339920949
21647,3855,2215,5690,66556959874.670006,67232282004.78002,133789241879.45003,0.000351493848857645
21652,1011,318,1231,73079903739.85,720312783.6600001,73800216523.51001,0.0008123476848090983
152737,988,175,1076,28849259.259999998,11788674.31,40637933.57,0.0
152768,5124,5975,10441,1036849089.7614359,1101913097.8200002,2138762187.5814362,0.000574657599846758
21828,9146,11775,19745,8036891446.246076,8700534063.768658,16737425510.014732,0.0005571030640668524
21833,881,207,1018,16639761665.33,2863877620.319999,19503639285.649998,0.0
152907,4076,3743,7383,1347400447.1213002,613520607.29061,1960921054.41191,0.0005417851821752675
152926,3927,3535,7009,775018586.1600419,603148528.560042,1378167114.720084,0.0007133685261806249
152943,1036,390,1301,27290117.582330998,25908903.02,53199020.602331,0.0007686395080707148
21876,11070,15157,24864,4592800852.706476,2476670256.748282,7069471109.454758,0.0008848133848133849
21886,1011,161,1095,3257992780.3599997,1531760295.0800002,4789753075.44,0.0
152972,1250,256,1384,65772692.71,30282354.16,96055046.87,0.000722543352601156
21939,9935,13112,21861,235475170398.25204,240029566165.6267,475504736563.8788,0.000731896985499291
153021,1010,257,1168,264084752.10999998,32022023.289999995,296106775.4,0.0
22026,3281,1669,4649,710504504.25,2231726035.2900004,2942230539.5400004,0.00043020004302000433
22031,8207,9691,16812,2357887145.6200047,3147840809.074798,5505727954.694803,0.0008922198429693076
22086,8298,11438,18570,1587847363.9801912,3367765688.780487,4955613052.760678,0.0004846526655896607
22106,3442,1810,4902,594261404.62128,1714646587.1621192,2308907991.783399,0.0004079967360261118
22124,8523,11239,18723,22672345799.633427,24308167995.792564,46980513795.425995,0.0006409229290177856
22129,8666,9851,17450,1852835343.2408292,2480730474.480829,4333565817.721658,0.0009169054441260745
153231,822,167,906,39971690.13,8455989.280000001,48427679.410000004,0.0
22185,9327,10879,19138,30421736501.94,34224172903.981865,64645909405.92186,0.0003135123837391577
22224,8872,9884,17607,4382142215.116169,4867461194.499762,9249603409.61593,0.0005111603339580849
153304,1329,386,1593,200280169.40999997,22313272.03,222593441.43999997,0.0006277463904582549
153327,1089,235,1242,44825284.55,120171590.03000002,164996874.58,0.0
22260,3262,1639,4573,1281682282.8656456,416744259.51,1698426542.3756456,0.0004373496610540127
22264,10975,15522,25118,3974785446.1883817,3229573736.5779557,7204359182.766337,0.0006369933911935663
22297,546,122,606,3709630859692.7114,1243062238.0600002,3710873921930.7715,0.0016501650165016502
22364,8486,9833,17220,3899144530.953026,4899283603.2500305,8798428134.203056,0.0007549361207897793
153484,807,286,994,219017454.12,118946451.62,337963905.74,0.0
22432,3342,1699,4755,1404794875.42,326684769.60732996,1731479645.02733,0.0002103049421661409
22435,8930,9860,17873,14696717438.349266,4901166474.017941,19597883912.367207,0.0005035528450735747
22444,3139,2162,4907,1295036741.4099998,805745555.98,2100782297.3899999,0.0002037905033625433
153524,1197,283,1374,35778776.41,66114281.879999995,101893058.28999999,0.000727802037845706
22481,8709,10801,18389,5038516734.650001,3354893429.056694,8393410163.706695,0.0003262820164228615
153578,921,197,1044,66982698.72,95038886.1,162021584.82,0.0
153607,3505,2606,5671,1908444355.41,717410252.24,2625854607.65,0.00035267148651031563
22547,9294,9689,17915,154814932985.15735,154887109354.72006,309702042339.87744,0.0004465531677365336
22595,8838,9155,16819,4054580195.61949,5143589444.217741,9198169639.83723,0.0004756525358225816
22661,8068,9546,16568,23569057092.759224,24659322856.485477,48228379949.244705,0.0007242877836793819
153743,3198,2003,4805,784317052.9000001,1554390568.3399997,2338707621.24,0.0004162330905306972
22693,2978,1500,4179,2008559926.0644827,295696647.78,2304256573.8444824,0.00023929169657812874
153802,3463,1757,4876,984254900.3199999,578522993.09,1562777893.4099998,0.00020508613617719443
22812,421,95,470,16319140154.07,2688286645.74,19007426799.809998,0.0
22890,7784,8475,15356,3217666761.9265995,3552598608.801726,6770265370.728325,0.00026048450117218026
154007,2692,1516,3959,1144615526.020754,498689799.45,1643305325.4707541,0.0005051780752715333
23033,5735,7072,12070,121285896357.48093,91345580385.64209,212631476743.12302,0.00033140016570008286
23041,7884,7838,14815,2392949548.07,1791701494.2199998,4184651042.29,0.0004724940938238272
23140,2837,1254,3850,446922502.46999997,103774530.37733099,550697032.8473309,0.0
154228,2134,769,2725,534875140.52,42941055.45,577816195.97,0.0003669724770642202
154255,1491,715,2064,219049725.68,119093609.91999999,338143335.6,0.0
154265,1783,762,2349,339828353.8899999,68048431.72,407876785.6099999,0.0
23194,3077,1175,3962,299312375.951086,41051430.79999999,340363806.751086,0.0002523977788995457
23319,8118,8668,15838,323123819199.2087,340188991004.8196,663312810204.0283,0.0004419749968430357
154465,1740,626,2226,403042549.869678,32346201.750000004,435388751.619678,0.0004492362982929021
23410,7262,7140,13598,5480700333.950001,5649601224.530001,11130301558.480001,0.0005147815855272834
154540,679,196,790,22569812.490000002,6392653.35,28962465.840000004,0.0
23486,5698,5678,10807,146157845996.67847,142866725548.0179,289024571544.6964,0.00018506523549551216
23494,6471,6720,12571,727033463582.0146,60974817909.79,788008281491.8047,0.0003977408320738207
23539,5125,5414,10023,147259836333.42932,135399491837.30002,282659328170.7294,0.0004988526389304599
23544,5475,5228,10107,67469457600.48,103093924617.2599,170563382217.7399,0.00029682398337785694
23571,7416,7235,13700,4755106760.628451,4820678894.139237,9575785654.767689,0.000364963503649635
23642,5769,5218,10364,76243162961.25,55460046570.83777,131703209532.08777,9.648784253184099e-05
23726,9073,10615,18697,1046292985.0730941,2829505920.546983,3875798905.620077,0.0007487832272557095
154810,675,126,750,14442613.39,8475621.82,22918235.21,0.0
23747,3213,1609,4458,1408028546.850244,172428707.89071897,1580457254.740963,0.00044863167339614175
23760,7175,7600,13930,6978691538.7879095,8205193635.793363,15183885174.581272,0.00021536252692031587
23809,4487,3909,7942,46138571273.77469,62931158823.0429,109069730096.8176,0.00012591286829513975
154903,806,184,912,51876640.93,2174010402.910001,2225887043.8400006,0.0
23848,7955,8596,15649,1199141274.365256,2910788241.120021,4109929515.485277,0.0010224295482139435
24027,9329,10501,18705,7884630338.061868,1502699681.9407248,9387330020.002592,0.00021384656508954825
24029,9313,9615,17852,2249574604.5259957,2201067780.2599998,4450642384.7859955,0.00022406453058480843
155119,1281,317,1488,569106893.83,57025840.16999999,626132734.0,0.0013440860215053765
24063,3333,1786,4781,2009675371.55,414067280.796789,2423742652.346789,0.0006274837900020916
24070,9709,11041,19652,3195694087.5500216,1272800289.3240619,4468494376.8740835,0.0005088540606554041
155177,960,215,1091,91112952.07,64437350.05,155550302.12,0.0
24202,3638,2587,5812,216112654884.62592,130158895030.81288,346271549915.4388,0.0005161734342739161
155279,631,206,779,23074167.27,5050497.21,28124664.48,0.0
24216,6858,6802,12863,362303835672.21204,365938141712.86005,728241977385.072,0.0003887118090647594
24317,6945,6455,12513,3083529019.63319,4910554746.51035,7994083766.14354,0.0009590026372572524
24320,3745,2520,5939,202165377622.8701,20783289732.53,222948667355.4001,0.0005051355447044957
24438,3203,1546,4399,2333568044.7303147,426958748.17999995,2760526792.9103146,0.0009092975676290066
24455,8379,8413,15832,19446428330.039997,19342461276.925625,38788889606.96562,6.316321374431532e-05
24523,6242,6281,11820,4945883349.82401,6697509681.740141,11643393031.564152,0.0005922165820642978
155605,714,138,784,15428337.59,12311082.3,27739419.89,0.0
24557,2164,956,2889,601104920.97,270026347.82,871131268.79,0.0010384215991692627
24562,2721,1043,3500,1179530849.9099998,847951110.64,2027481960.5499997,0.0008571428571428571
155635,640,153,730,669960874.5500002,10590504.469999999,680551379.0200002,0.0
155699,329,67,354,17514190.95,14108722.439999996,31622913.389999993,0.0
24633,7296,7854,14330,1783958319.1,1302358918.3600001,3086317237.46,6.978367062107467e-05
155710,1025,361,1297,31107359.03,18155851.44,49263210.47,0.0007710100231303007
24643,8730,7762,15604,842732126.409392,1382349634.41,2225081760.819392,0.0010253781081773904
24677,3372,2180,5221,39223786515.62288,26710834614.559998,65934621130.18288,0.0001915341888527102
24713,3689,2266,5626,118399187082.74586,24263675542.730003,142662862625.47586,0.00017774617845716317
24778,3456,1623,4746,3280661117.3697195,1438642000.6637201,4719303118.03344,0.0008428150021070375
24816,2905,1967,4582,35556979025.42059,18378119516.43,53935098541.85059,0.0010912265386294195
24820,2884,1714,4324,140429683902.03146,70715599004.75,211145282906.78146,0.00046253469010175765
24869,2832,1747,4340,60653879922.77492,12006710617.050001,72660590539.82492,0.001152073732718894
156004,621,111,678,50306420.089999996,12425619.609999998,62732039.699999996,0.0
24950,7348,6854,13411,53621303626.47,55645721901.466774,109267025527.93677,0.00044739393035567816
24999,2870,1405,3970,328219345.28000003,512163541.96000004,840382887.24,0.00025188916876574307
25017,3007,1775,4459,429105901.416998,448068876.130498,877174777.5474961,0.00044853106077595876
156157,724,200,858,34102136.4,11364314.16,45466450.56,0.0
156230,945,233,1086,76076403.05,36626818.33,112703221.38,0.001841620626151013
156297,507,322,755,18343739.93,9521353.869999997,27865093.799999997,0.0
156306,962,196,1077,102058295.85,43169967.65,145228263.5,0.0
25235,2641,1554,3920,30446140356.57,4544112193.83,34990252550.4,0.00025510204081632655
25242,6335,6378,12004,44643542420.33,45046484063.1958,89690026483.5258,8.330556481172943e-05
25259,3038,1531,4262,211807069.430023,441972727.0600229,653779796.4900459,0.0002346316283435007
25281,2766,1395,3805,805454101.4600279,158502060.510028,963956161.9700559,0.0007884362680683311
25304,6909,6313,12428,3411435977.5300207,1476929797.300021,4888365774.830042,0.000321853878339234
25307,6830,6473,12468,665620577.52,1157868939.563013,1823489517.083013,0.00048123195380173246
25384,6893,6750,12850,1448224933.26,901252697.33481,2349477630.59481,0.0004669260700389105
25400,7440,7512,14110,1831619125.36255,2243202178.811484,4074821304.174034,0.002126151665485471
25443,3429,1787,4876,568815541.6645911,234131193.120049,802946734.7846401,0.0006152584085315833
25463,3015,1391,4124,525878474.74,237060923.89000002,762939398.63,0.00024248302618816683
25520,2772,1498,4026,45443139360.26001,6882832350.68,52325971710.94001,0.0007451564828614009
25526,8946,7595,15485,390006664370.2651,16878413569.431032,406885077939.6961,0.00032289312237649337
25552,1885,1067,2760,50305764636.08,684488702935.3099,734794467571.3899,0.00036231884057971015
25634,6026,6108,11383,5465888997.5199995,8634495410.33,14100384407.849998,0.0010542036370025476
156774,666,140,748,50275207.39999999,23812912.509999998,74088119.91,0.0
25788,5899,5583,10816,1361251883.281182,1532395530.2298288,2893647413.511011,0.0009245562130177514
156884,796,184,908,84572198.46,3996580.438829,88568778.898829,0.0
156900,822,198,942,16353934.729999997,5187844.960000001,21541779.689999998,0.0
156915,1141,260,1313,42071769.682689995,50471066.29,92542835.97268999,0.0
25856,7251,6515,12970,1556626750.83,1676059241.1510518,3232685991.9810514,7.710100231303006e-05
25885,6618,5232,11069,1726003380.84,535014576.529642,2261017957.369642,0.0009034239768723462
25892,2030,1032,2808,30162385275.170002,15305550977.260006,45467936252.43001,0.0
157047,508,94,557,31134016.859999996,12026245.340000004,43160262.2,0.0
26015,2082,1145,2981,677748944.2888601,782314535.67,1460063479.95886,0.0006709158000670916
26169,2379,1259,3446,17586673949.010002,26563471929.05,44150145878.06,0.0002901915264074289
26179,6722,6433,12449,3386005802.110889,1110063157.540889,4496068959.651778,0.00040163868583821993
26203,1800,778,2418,16468788109.939999,47976032462.729996,64444820572.67,0.0008271298593879239
26262,2988,1729,4412,427326548.93337,173906519.55,601233068.4833701,0.00022665457842248413
26272,1635,707,2202,9061992234.850441,3612942723.804145,12674934958.654587,0.00045413260672116256
157353,150,49,182,70673098.16,71728291.02999999,142401389.19,0.0
26300,2370,1114,3304,23203535514.43,9975890145.54,33179425659.97,0.0003026634382566586
26453,5654,5100,10137,994691842.211029,1291805522.651029,2286497364.862058,0.0004932425766992207
157572,728,201,860,91887070.11999999,23482949.18,115370019.29999998,0.0
26560,1595,728,2166,28068141664.929996,65935202140.98,94003343805.91,0.0004616805170821791
26616,2453,1226,3433,412593307.25000006,23566967487.890007,23979560795.140007,0.00029129041654529564
26765,1322,404,1623,85996992439.21777,16967134086.01,102964126525.22777,0.0
157900,5803,6405,11548,2389356039.3100004,5648416427.47,8037772466.780001,0.0004329754069968826
157937,5678,5198,10260,9426293741.850908,4665461248.81,14091754990.660908,0.0003898635477582846
157948,5589,5619,10541,6776799466.878128,5993512024.2699995,12770311491.148129,0.0002846029788445119
26894,3272,1519,4508,358579531.0,167837892.20999998,526417423.21,0.0
157989,779,267,951,32987248.17049,16577876.360490002,49565124.530980006,0.0
26922,8521,9713,17040,15510638809.362019,21596996963.494743,37107635772.856766,0.0004107981220657277
158006,717,270,908,102319713.87,67110939.61999999,169430653.49,0.0
158021,4761,4515,8754,3067645973.7299995,2935264207.36,6002910181.09,0.0001142334932602239
158053,4741,4523,8777,1910995780.0300002,3580935199.625744,5491930979.655745,0.000455736584254301
27009,2934,1596,4206,861591186.97,419491405.6,1281082592.5700002,0.0009510223490252021
27037,1497,730,2093,7919283947.889999,6852932168.129999,14772216116.019999,0.00047778308647873863
158203,9,4,9,30354105.49,830522.86,31184628.349999998,0.0
27155,5450,5397,10211,3348540116.93,4712892901.16,8061433018.09,9.793360101850946e-05
27162,1219,358,1481,4497458898.84,63809308145.70998,68306767044.54997,0.0006752194463200541
27175,5614,4400,9360,1092078103.559591,2255899263.07,3347977366.629591,0.00042735042735042735
27234,6046,4995,10398,730274168.43,1305515368.752834,2035789537.1828341,0.0006732063858434314
27277,1221,354,1439,68564067389.04001,595201887.96,69159269277.00002,0.0
158363,496,82,528,9337271.61,4318492.88,13655764.489999998,0.0
158406,741,171,836,62213203.8,36204370.220000006,98417574.02000001,0.0
27356,7708,8569,15362,12329691608.524715,14881725445.17294,27211417053.697655,0.00019528707199583387
